"job_title","salary"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst (Python)","102500"
"Data Analyst","102500"
"Business Data Analyst","102500"
"Data Analyst Executive","102500"
"(Operation) Data Analyst Manual Activity","102500"
"HR Data Governance Analyst","102500"
"Data Analyst, BI Focused","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst (Cyprus)","102500"
"8443- Data Analyst","102500"
"Data Analyst - 71286","102500"
"Data Analyst","102500"
"Transportation Data Analyst","102500"
"HRIS Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Sr. Data Analyst","102500"
"Data Analyst","102500"
"IN RBIN Dy. Manager/ Asst Manager Data Analyst  MFC","102500"
"Marketing Data Analyst (Mexico)","102500"
"Population Health Data Analyst (Hybrid)","102500"
"Data Analyst","102500"
"Sustainability Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst - Product Team","102500"
"Data Analyst","102500"
"Data Governance Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst/Financial Analyst","102500"
"Data Analyst","102500"
"Data Analyst/ETL Developer","102500"
"Data Analyst","102500"
"Financial Data Analyst","102500"
"Data Analyst","102500"
"Data Visualization Analyst","102500"
"Data Warehouse Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102500"
"Data Analyst","102400"
"Sr. Business / Data Analyst","102400"
"Data Analyst","102250"
"Lead Data Analyst","102241"
"Data analyst","102000"
"Data Analyst - Healthcare Industry (Remote)","102000"
"Remote Data Analyst III","102000"
"Senior System/Data Analyst","102000"
"Creator Growth Data Analyst - USDS","101822"
"Market Data Manager, APAC","101750"
"Business/Data Analyst Manager- AVP -C12-Hybrid","101540"
"Business/Data Analyst Manager- AVP -C12-Hybrid","101540"
"Data Integration Analyst (West Coast/Chicago)","101500"
"Data Analyst","101500"
"Data Analyst - Empowering Insights for a Healthier Future","101500"
"Data Analyst","101500"
"Data Quality Analyst","101462"
"RN Data Analyst","101250"
"Data Analyst 2 - Nordstrom Media Network","101250"
"Data Solutions Analyst","101100"
"Analytics Lab Architect","101014"
"Data Analyst III","101014"
"Data Analyst V","101014"
"Control Systems Data Analyst","101000"
"Data Analyst/Developer - 1397","101000"
"Data Analyst","101000"
"Forensic Data Analyst","100775"
"Data Analyst II","100700"
"Data Analyst II","100700"
"Data Analyst II","100700"
"BI Data Visualization Analyst II","100700"
"Data Analyst I/II - Contact Center Channel Management","100700"
"Forensic Data Analyst","100694"
"Data Analyst","100500"
"Jr Logistics Data Analyst Tableau (Evening Shift)","100500"
"Middle Data Analyst","100500"
"Data Analyst (f/m/d) Stuttgart","100500"
"Wholesale Data Analyst","100500"
"Data Analyst","100500"
"Práctica Profesional Data Analyst & Documentation","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Commercial Data Analyst","100500"
"Data Analyst - SQL (Electric Utility Scada)","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Business Operations, Data Analyst (Container Shipping)","100500"
"SAS Data Analyst (Hybrid)","100500"
"Vendor Master Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Product Data Analyst - Gaming Analytics","100500"
"Senior Associate CSR/ESG Data Analyst","100500"
"Data Analyst - Growth","100500"
"Data Analyst","100500"
"Data Analyst - HoYolab and Content Creator","100500"
"Junior Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Session Lead (External Contractor) - Data Analyst Nanodegree...","100500"
"Data Analyst - MarTech","100500"
"Data Analyst","100500"
"Transportation Data Analyst Coordinator","100500"
"Session Lead (External Contractor) - Data Analyst Nanodegree...","100500"
"Human Resources Data Analyst, Dangote Cement Transport","100500"
"Data Analyst (Risk)","100500"
"[Job 11234] Mid-Level Data Analyst - Brasil","100500"
"System and Data Analyst, Safety, Provisioning & GRC","100500"
"Digital Data Analyst / Web Analyst - Digital Marketing","100500"
"Data Analyst","100500"
"Real Estate Transaction Data Analyst","100500"
"Founding Data Analyst","100500"
"Experienced Game Data Analyst","100500"
"Pricing Data Analyst","100500"
"Data Analyst- Gas & Power","100500"
"Data Analyst - Product & Engineering Tech Center, Business Tech","100500"
"Data Analyst","100500"
"Data Analyst (f/m/d) Berlin","100500"
"Data Analyst (QlikView / QlikSense)","100500"
"Portfolio Data Feeds - Associate Portfolio Data Analyst","100500"
"Cosultant/Sr. Consultant, Data Analyst - DBA","100500"
"Data Analyst","100500"
"Operation Data Analyst - Genshin Impact","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"Data Analyst","100500"
"HR Data Analyst (Mid-Career)","100450"
"Healthcare Data Analyst- Hybrid","100400"
"Sr Supplemental Data Analyst - Remote","100400"
"Data Analyst 2 - Remote","100400"
"Data analyst remote","100400"
"Sr. Data Analyst (Navy exp must and active DoD must)","100364"
"Data Analyst","100200"
"Lead-Data Analyst","100200"
"Tableau Data Analyst","100001"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"PAGE Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Big Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst (Hybrid)","100000"
"Data Analyst","100000"
"Data Analyst (PowerBI)","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Market Data Analyst","100000"
"Data Analyst","100000"
"Data Analytics Developer/Power BI Developer","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"South Data Analyst","100000"
"Data Analyst","100000"
"Pricing Governance Data Analyst-SQL/R/Python","100000"
"Data Analyst III","100000"
"Data Analyst","100000"
"PGIM Private Capital - Data Analyst - Business Intelligence (Hybrid)","100000"
"Experienced Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Strategic Data Project Analyst","100000"
"P&C Insurance Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Science Analyst","100000"
"Healthcare Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Marketing Data Analyst","100000"
"Mortgage Data Analyst (Remote)","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Health Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Oracle DBA/Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst - Financial Systems for greenfield, eco-friendly...","100000"
"Marketing Data Analyst","100000"
"Sr. Data Analyst - Credit","100000"
"Lead Analyst, Enterprise Data & Information Architecture (EDIA) ...","100000"
"Statistician/Data Analyst","100000"
"Healthcare Quality Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"SQL Data Analyst/Specialist - Healthcare","100000"
"Marketing Data Analyst","100000"
"ERP / Database Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Health Technology Data Analytics and Visualization","100000"
"Data Analyst","100000"
"Web Data Analyst","100000"
"Data Analyst","100000"
"Advanced Data Analyst","100000"
"Duke-Power BI Data Analyst -$100k/YR","100000"
"Data Analyst - Healthcare","100000"
"Data Conversion Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst, Financial Services","100000"
"Data Analyst","100000"
"InfoSec Vulnerability Metrics & Data Analyst -  REMOTE","100000"
"Data Analyst","100000"
"US E - GPS Advisory - RCOR Data Analyst Consultant - R&LS/RCOR ...","100000"
"Data Analytics Manager","100000"
"Data Analyst","100000"
"Info Security Data Analyst","100000"
"Data Analyst / ERP Administrator","100000"
"Data Analyst - (Pi OSISoft)","100000"
"Data Analyst - Investment Management","100000"
"Remote Data Analyst","100000"
"Data Analyst","100000"
"Data analyst modeler","100000"
"Data Analyst","100000"
"MS SQL Database Analyst","100000"
"Marketing Data Analyst","100000"
"Data Analyst","100000"
"Operational Analytics Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst Manager Power BI","100000"
"Data Analyst IV (Healthcare Analytics)","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Lead Data Analyst - Commercial Property Lines","100000"
"Marketing Data Analyst","100000"
"Lead Power BI / Data analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Business Data Analytics","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Business Data Analyst","100000"
"Fan Data Management Analyst - WNBA (Hybrid)","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analytics Architect","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Lead Data Analyst / SQL Developer","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Data Analyst","100000"
"Power BI / MS Azure Data Analyst","100000"
"Data Analyst","100000"
"Counterparty Credit Risk Data Analyst - New York, NY (Hybrid)","99915"
"IT SPECIALIST (DATA MANAGEMENT/SYSTEM ANALYSIS)","99764"
"IT SPECIALIST (DATA MANAGEMENT/SYSTEM ANALYSIS)","99764"
"Database Administrator - Forensic Data Analyst","99762"
"Research Data Analyst","99747"
"Legal Project Management Data Analyst","99500"
"TMS Data Analyst","99500"
"Senior Earth Observation Data Analyst","99500"
"Business Data Analyst","99500"
"Performance Management & Data Analyst","99224"
"Instructor - Data Analytics Program","99150"
"Data Strategy Product Manager","99150"
"Financial Data Analyst","99150"
"Marketing Data Analyst","99150"
"Power BI Engineer","99150"
"Business Intelligence Engineer, Analytics","99150"
"Lead Analyst (BI Data Development)","99150"
"System Align Data Integrity Analyst - Ambulatory Operations","99150"
"Data Analyst 2","99150"
"Sr Data Analyst","99150"
"Clinical Data Manager","99150"
"Business Intelligence Operations Specialist","99150"
"AI/ML Data Labeling Manager - US","99150"
"Data Management Manager","99150"
"Data Analyst III - SQL Analytics - Remote | WFH","99000"
"Data Science Associate","99000"
"Business/Data Analyst","98900"
"Data Analyst","98862"
"Research Data Analyst (remote)","98800"
"Data Analyst","98750"
"Data Analyst, Market Risk","98500"
"Data Analyst - Vegetables","98500"
"Data Analyst","98500"
"Financial Market Data Analyst Associate","98500"
"Data Analyst","98500"
"eComm Data Analyst","98500"
"Data Analyst (Bangkok Based, Relocation Provided)","98500"
"Consumer Research & Data Analyst, Japan","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst - Upstream","98500"
"Data Analyst - mid-level","98500"
"Data Analyst - Air Content","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Assistant Research Associate (Data Analyst)","98500"
"Preclinical Neuroscience Data Analyst","98500"
"Junior Data Analyst / After Sales","98500"
"Carbon Data Analyst","98500"
"Billing / Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst (Aberdeen-based)","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Decision & Data Analyst-UAE","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Associate Data Analyst II","98500"
"Data Analyst IV (Healthcare Analytics) - Remote | WFH","98500"
"Product Data Analyst | Bees Martech","98500"
"Customer Insights Data Analyst","98500"
"Data Analyst - Operations","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst","98500"
"Data Analyst with Python","98500"
"Junior Data Analyst","98500"
"Supply Chain Data Analyst","98500"
"Data Analyst - Operations","98500"
"Data Analyst","98500"
"Head of Data Analyst Operations","98500"
"Data Analyst Summer Student 2023, ATB Capital Markets","98500"
"Fraud Data Analyst - 18-month Temp","98500"
"Transportation Data Analyst (Tableau)","98500"
"INDUSTRIAL ENGINEER/ OPERATIONS RESEARCH ANALYST","98496"
"Population Health Analyst II","98445"
"Human Resources Data Analyst I/II","98362"
"Business Data Analyst","98038"
"Remote Epic Bridges Analyst with Data Conversion Expertise","98000"
"Data Analyst (Hybrid Schedule)","98000"
"Lead Research Data Analyst","97930"
"Data Analyst","97500"
"Data Analyst","97500"
"Mid-Level Data Analyst - Python/SQL/PowerBI/Tableau","97500"
"Financial Data Analyst","97500"
"Data Analyst","97500"
"Product Data Analyst, Customer Insights, Remote","97500"
"Quantitative Data Analyst (CRE / CMBS)","97500"
"Analyst, Clinical Data Management","97500"
"Data Analyst","97500"
"Data Analyst/Power BI","97500"
"Data Analyst","97500"
"Computer Programmer/Data Analyst II","97500"
"Sr. Data Analyst","97500"
"Data Analyst","97500"
"Power BI Developer/Data Analyst","97500"
"Data Analyst - In House","97500"
"Data- Tech Analyst","97500"
"Director of Research & Data Analysis, ConnectALL","97500"
"BA/DA (Financial Data Analyst)","97500"
"Data Analyst - SQL / Python OR SAS - HYBRID","97500"
"Data Analyst - SQL / Python OR SAS","97500"
"Data Analyst (Dallas/Fort Worth Candidates Only. No Sponsorship...","97500"
"Privacy Data Analyst- (remote)","97500"
"HEDIS Data Analyst","97500"
"Sr. Data Analyst","97500"
"Data Analyst - Healthcare","97500"
"Data Visualization Analyst","97500"
"Mid-Level Data Analyst - Python/SQL/PowerBI/Tableau","97500"
"Financial Data Analyst","97500"
"Data Analyst SQL","97500"
"Data Analyst","97500"
"Senior Business System Analyst/Data Analyst","97400"
"Attack Surface Data Analyst (Xpanse)","97375"
"Data Analyst","97363"
"Senior Program Analyst / Data Analyst (FT)","97336"
"Operations Finance Data Analyst (Hybrid)","97200"
"Data Analyst","97087"
"Data Analyst","97087"
"Data Analyst","97087"
"Provider Data Configuration Analyst IV","97071"
"Population Health Data Analyst","97000"
"Lead Master Data Analyst (Remote or Onsite)","97000"
"Risk and Data Analyst","96850"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96725"
"Data Analyst","96500"
"Data Analyst","96500"
"Data Analyst (Apex Legends)","96400"
"Sr. Data Analyst","96000"
"IS Data Quality Analyst","96000"
"Eligibility Data Analyst # 3219","96000"
"Senior Analyst, Insights and Data","95900"
"Data Analyst I/II (Contact Center Desktop Experience Team)","95900"
"Data Visualization Analyst","95848"
"Data Analyst, Mid","95700"
"Cost Data Analyst","95700"
"Data Analyst","95700"
"Senior GIS/Data Analyst","95700"
"Data Analyst, Mid (Washington DC)","95700"
"Data Analyst, Mid","95700"
"Epidemiology/GEIS Data Analyst","95680"
"Data Analyst (QA)","95680"
"Data Analyst (QA)","95680"
"Data Analyst, Mid","95650"
"AVP KYC Data Analytics & Productivity Analyst - Hybrid","95640"
"Business/Data Analyst","95640"
"Business/Data Analyst- C12 AVP Tampa, FL or Irving, TX Hybrid","95640"
"AVP KYC Data Analytics & Productivity Analyst - Hybrid","95640"
